ville,pays,latitude,longitude,date_entiere,heure,aqi,pm2_5,pm10,no2,so2,o3,co,no,nh3
Paris,FR,48.8566,2.3522,2026-06-15,2,21,4.99,7.83,3.56,0.5,42.46,104.67,0,3.47
Tokyo,JP,35.6895,139.6917,2026-06-15,2,10,2.39,5.71,5.51,3.01,106.46,116.77,0.69,0.15
Antananarivo,MG,-18.8792,47.5079,2026-06-15,3,10,2.28,3.33,0.61,0.1,18.35,114.07,0,0.27
London,GB,51.5074,-0.1278,2026-06-15,3,33,5.4,9.04,10.01,5.03,70.44,102.27,0,0.19
New York,US,40.7128,-74.006,2026-06-15,3,52,12.81,14.38,1.54,0.52,92.09,134.57,0,0.09
Paris,FR,48.8566,2.3522,2026-06-15,3,22,5.28,8.03,3.41,0.38,36.93,102.57,0,3.21
Tokyo,JP,35.6895,139.6917,2026-06-15,3,53,2.69,6.23,5.54,3.34,109.12,117.95,0.7,0.17
Antananarivo,MG,-18.8792,47.5079,2026-06-15,4,10,2.44,3.86,0.69,0.13,18.16,118.34,0.01,0.36
London,GB,51.5074,-0.1278,2026-06-15,4,33,4.81,8.18,7.1,3.95,70.59,100.96,0,0.33
New York,US,40.7128,-74.006,2026-06-15,4,49,11.8,12.7,1.63,0.5,87.06,134.89,0,0.13
Paris,FR,48.8566,2.3522,2026-06-15,4,23,5.46,8.1,3.21,0.28,31.92,98.53,0,2.8
Tokyo,JP,35.6895,139.6917,2026-06-15,4,60,3.1,7.04,5.12,3.69,113.37,118.32,0.71,0.2
Antananarivo,MG,-18.8792,47.5079,2026-06-15,5,11,2.7,4.58,0.7,0.18,18.1,125.38,0.09,0.47
London,GB,51.5074,-0.1278,2026-06-15,5,31,4.28,7.27,6.39,3.66,65.46,100.15,0.01,0.45
New York,US,40.7128,-74.006,2026-06-15,5,42,10.13,10.68,1.79,0.52,80.2,135.61,0,0.14
Paris,FR,48.8566,2.3522,2026-06-15,5,24,5.65,8.23,3.44,0.23,27.74,96.19,0.07,2.78
Tokyo,JP,35.6895,139.6917,2026-06-15,5,68,3.6,7.86,4.54,4.13,118.29,117.68,0.67,0.24
Antananarivo,MG,-18.8792,47.5079,2026-06-15,6,12,2.91,5.03,0.57,0.21,19.62,129.07,0.16,0.61
London,GB,51.5074,-0.1278,2026-06-15,6,28,3.84,6.49,6.51,3.65,60.26,99.51,0.13,0.54
New York,US,40.7128,-74.006,2026-06-15,6,35,8.24,8.6,2.1,0.58,73.58,135.97,0,0.14
Paris,FR,48.8566,2.3522,2026-06-15,6,24,5.84,8.42,3.29,0.2,26.17,95.04,0.67,2.91
Tokyo,JP,35.6895,139.6917,2026-06-15,6,75,3.96,8.32,4.3,4.48,122.1,117,0.65,0.29
Antananarivo,MG,-18.8792,47.5079,2026-06-15,7,14,1.37,2.43,0.24,0.14,29.61,93.25,0.06,0.37
London,GB,51.5074,-0.1278,2026-06-15,7,27,3.56,5.94,6.47,3.66,56.83,99.24,0.37,0.6
New York,US,40.7128,-74.006,2026-06-15,7,32,6.48,6.73,2.68,0.69,67.07,136.87,0,0.14
Paris,FR,48.8566,2.3522,2026-06-15,7,25,6.04,8.78,2.57,0.21,31.77,94.5,1.04,3.15
Tokyo,JP,35.6895,139.6917,2026-06-15,7,79,4.05,8.33,4.65,4.75,124.44,117.18,0.63,0.36
Antananarivo,MG,-18.8792,47.5079,2026-06-15,8,15,1.03,1.88,0.15,0.13,32.13,82.54,0.04,0.34
London,GB,51.5074,-0.1278,2026-06-15,8,26,3.47,5.68,6.44,3.72,54.13,99.41,0.73,0.62
New York,US,40.7128,-74.006,2026-06-15,8,28,4.87,5.06,3.51,0.87,59.88,135.75,0,0.14
Paris,FR,48.8566,2.3522,2026-06-15,8,26,6.12,8.93,2.14,0.21,35.17,92.15,1.12,3.28
Tokyo,JP,35.6895,139.6917,2026-06-15,8,77,3.82,7.99,5.8,5.09,123.54,117.41,0.57,0.45
Antananarivo,MG,-18.8792,47.5079,2026-06-15,9,15,0.96,1.76,0.11,0.13,32.36,78.72,0.03,0.34
London,GB,51.5074,-0.1278,2026-06-15,9,25,3.55,5.7,6.4,3.78,52.03,100.13,1.11,0.63
New York,US,40.7128,-74.006,2026-06-15,9,24,3.6,3.81,4.46,1.14,51.31,133.64,0,0.16
Paris,FR,48.8566,2.3522,2026-06-15,9,27,6.4,9.27,1.77,0.22,41.46,89.74,0.91,3.36
Tokyo,JP,35.6895,139.6917,2026-06-15,9,70,3.44,7.41,7.63,5.4,119.36,117.76,0.37,0.54
Antananarivo,MG,-18.8792,47.5079,2026-06-15,10,16,0.86,1.55,0.09,0.12,34.47,75.95,0.03,0.31
London,GB,51.5074,-0.1278,2026-06-15,10,24,3.81,5.96,6.37,3.8,51.36,101.34,1.46,0.66
New York,US,40.7128,-74.006,2026-06-15,10,21,3.07,3.34,5.17,1.5,43.8,132.16,0,0.2
Paris,FR,48.8566,2.3522,2026-06-15,10,37,5.66,8.57,0.86,0.4,77.29,91.85,0.25,2.28
Tokyo,JP,35.6895,139.6917,2026-06-15,10,59,3.17,6.88,9.67,5.78,112.75,118.29,0.06,0.64
Antananarivo,MG,-18.8792,47.5079,2026-06-15,11,17,0.81,1.42,0.09,0.11,36.02,73.61,0.03,0.3
London,GB,51.5074,-0.1278,2026-06-15,11,25,4.37,6.61,6.54,3.91,52.62,103.3,1.65,0.71
New York,US,40.7128,-74.006,2026-06-15,11,19,3.37,3.72,5.3,1.68,40.61,133.1,0.29,0.22
Paris,FR,48.8566,2.3522,2026-06-15,11,39,5.23,7.81,0.57,0.38,82.92,89.91,0.14,1.9
Tokyo,JP,35.6895,139.6917,2026-06-15,11,50,3.17,6.74,10.14,6.41,105.66,119.52,0,0.74
Antananarivo,MG,-18.8792,47.5079,2026-06-15,12,17,0.8,1.4,0.09,0.11,36.25,72.95,0.03,0.31
London,GB,51.5074,-0.1278,2026-06-15,12,28,5.5,7.93,6.35,4.01,58.64,104.89,1.66,0.78
New York,US,40.7128,-74.006,2026-06-15,12,20,3.76,4.09,4.57,1.58,41.81,135.56,1.05,0.23
Paris,FR,48.8566,2.3522,2026-06-15,12,40,5.29,7.75,0.51,0.35,84.52,88.5,0.12,1.84
Tokyo,JP,35.6895,139.6917,2026-06-15,12,47,3.29,6.93,10.01,6.98,99.57,120.78,0,0.83
Antananarivo,MG,-18.8792,47.5079,2026-06-15,13,16,1.24,2.15,0.24,0.17,33.99,83.57,0.06,0.55
London,GB,51.5074,-0.1278,2026-06-15,13,33,7.59,10.4,5.61,4.17,69.95,106.86,1.95,0.76
New York,US,40.7128,-74.006,2026-06-15,13,22,3.4,3.68,3.64,1.32,46.61,132.74,1.32,0.25
Paris,FR,48.8566,2.3522,2026-06-15,13,37,4.19,6.08,0.38,0.26,79.3,86.36,0.1,1.41
Tokyo,JP,35.6895,139.6917,2026-06-15,13,44,3.51,7.58,10.1,7.68,93.89,121.57,0,0.92
Antananarivo,MG,-18.8792,47.5079,2026-06-15,14,14,2.07,3.53,0.59,0.23,30.16,102.42,0.07,0.88
London,GB,51.5074,-0.1278,2026-06-15,14,41,9.9,13.33,6.61,4.68,77.37,108.03,2.02,0.62
New York,US,40.7128,-74.006,2026-06-15,14,25,2.96,3.22,2.88,1.23,53.88,127.6,1.13,0.28
Paris,FR,48.8566,2.3522,2026-06-15,14,35,3.29,4.66,0.33,0.18,73.18,83.39,0.08,1.15
Tokyo,JP,35.6895,139.6917,2026-06-15,14,42,3.92,8.85,10.77,8.74,88.25,124.23,0,1.04
Antananarivo,MG,-18.8792,47.5079,2026-06-15,15,13,2.99,4.97,1.08,0.27,26.53,122.12,0,1.09
London,GB,51.5074,-0.1278,2026-06-15,15,48,11.44,15.71,8.54,5.47,78.54,108.55,2.53,0.52
New York,US,40.7128,-74.006,2026-06-15,15,30,3.18,3.44,2.19,1.23,62.49,122.04,0.78,0.29
Paris,FR,48.8566,2.3522,2026-06-15,15,34,3.04,4.25,0.37,0.16,72.12,82.07,0.09,1.11
Tokyo,JP,35.6895,139.6917,2026-06-15,15,40,4.31,9.94,11.24,9.43,83.74,125.99,0,1.12
Antananarivo,MG,-18.8792,47.5079,2026-06-15,16,17,3.99,6.45,1.38,0.3,23.6,141.12,0,1.24
London,GB,51.5074,-0.1278,2026-06-15,16,35,12.04,17.49,12.36,6.52,73.21,108.43,2.46,0.48
New York,US,40.7128,-74.006,2026-06-15,16,34,3.11,3.33,1.38,1.05,71.71,114.21,0.42,0.25
Paris,FR,48.8566,2.3522,2026-06-15,16,33,3.03,4.18,0.74,0.15,69.91,82.43,0.14,1.25
Tokyo,JP,35.6895,139.6917,2026-06-15,16,38,4.62,10.72,11.39,9.87,80.64,126.65,0,1.13
Antananarivo,MG,-18.8792,47.5079,2026-06-15,17,20,4.83,7.55,1.51,0.29,22.25,156.95,0,1.1
London,GB,51.5074,-0.1278,2026-06-15,17,50,11.9,18.37,17.12,7.74,65.87,107.11,2.17,0.43
New York,US,40.7128,-74.006,2026-06-15,17,37,3.02,3.21,1,0.94,78.39,108.65,0.27,0.22
Paris,FR,48.8566,2.3522,2026-06-15,17,31,3.11,4.25,1.27,0.17,66.03,82.99,0.22,1.54
Tokyo,JP,35.6895,139.6917,2026-06-15,17,37,5.04,11.4,11.49,10.31,78.9,127.15,0,1.08
Antananarivo,MG,-18.8792,47.5079,2026-06-15,18,21,5.05,7.71,1.45,0.26,22.16,160.47,0,0.69
London,GB,51.5074,-0.1278,2026-06-15,18,47,11.21,18.51,21.26,8.7,61.76,103.57,1.16,0.27
New York,US,40.7128,-74.006,2026-06-15,18,39,3.17,3.39,0.93,0.97,83.45,106.56,0.23,0.24
Paris,FR,48.8566,2.3522,2026-06-15,18,30,3.17,4.33,1.65,0.19,63.32,83.9,0.2,1.85
Tokyo,JP,35.6895,139.6917,2026-06-15,18,37,5.63,11.92,11.25,10.55,78.05,127.51,0,0.97
Antananarivo,MG,-18.8792,47.5079,2026-06-15,19,12,2.93,4.99,0.82,0.2,24.55,121.56,0,0.44
London,GB,51.5074,-0.1278,2026-06-15,19,40,9.58,17.15,19.87,8.21,67.5,98.16,0.2,0.11
New York,US,40.7128,-74.006,2026-06-15,19,41,3.25,3.49,0.98,1.04,86.75,106.15,0.22,0.31
Paris,FR,48.8566,2.3522,2026-06-15,19,28,3.22,4.41,2.1,0.21,59.35,84.67,0.09,2.21
Tokyo,JP,35.6895,139.6917,2026-06-15,19,37,5.89,11.96,10.79,10.6,77.78,127.6,0,0.9
Antananarivo,MG,-18.8792,47.5079,2026-06-15,20,12,2.57,4.46,0.71,0.18,24.71,115.17,0,0.37
London,GB,51.5074,-0.1278,2026-06-15,20,36,8.37,16.07,15.65,7.23,75.3,94.38,0.02,0.03
New York,US,40.7128,-74.006,2026-06-15,20,41,3.04,3.3,1.13,1.12,87.53,105.48,0.22,0.41
Paris,FR,48.8566,2.3522,2026-06-15,20,25,3.27,4.5,2.42,0.21,53.58,85.38,0.01,2.52
Tokyo,JP,35.6895,139.6917,2026-06-15,20,37,6.12,12.03,10.51,10.75,77.3,127.87,0,0.84
Antananarivo,MG,-18.8792,47.5079,2026-06-15,21,12,2.26,3.87,0.62,0.15,25.27,108.25,0,0.29
London,GB,51.5074,-0.1278,2026-06-15,21,37,7.84,16.04,12.75,6.62,77.9,92.35,0,0.01
New York,US,40.7128,-74.006,2026-06-15,21,41,2.62,2.89,1.46,1.2,86.28,105.33,0.22,0.53
Paris,FR,48.8566,2.3522,2026-06-15,21,23,3.27,4.51,2.56,0.2,48.72,85.48,0,2.87
Tokyo,JP,35.6895,139.6917,2026-06-15,21,36,6.35,12.2,11.58,11.06,76.93,128.12,0.05,0.8
Antananarivo,MG,-18.8792,47.5079,2026-06-15,22,12,2,3.35,0.55,0.12,25.96,102.11,0,0.24
London,GB,51.5074,-0.1278,2026-06-15,22,36,7.53,16.07,11.3,6.01,76.22,91.13,0,0.02
New York,US,40.7128,-74.006,2026-06-15,22,38,2.26,2.57,2.53,1.4,81.31,108.99,0.32,0.65
Paris,FR,48.8566,2.3522,2026-06-15,22,21,3.17,4.38,2.51,0.18,44.12,83.43,0,3.23
Tokyo,JP,35.6895,139.6917,2026-06-15,22,36,6.52,12.33,13.12,11.59,76.61,128.22,0.41,0.8
Antananarivo,MG,-18.8792,47.5079,2026-06-15,23,12,1.87,3.08,0.52,0.11,26.08,98.61,0,0.23
London,GB,51.5074,-0.1278,2026-06-15,23,33,7.59,16.47,12.21,6.11,70.44,90.82,0,0.03
New York,US,40.7128,-74.006,2026-06-15,23,35,2.04,2.44,4.4,1.76,73.8,116.14,0.45,0.76
Paris,FR,48.8566,2.3522,2026-06-15,23,20,3.11,4.31,2.3,0.16,41.69,82.56,0,3.6
Tokyo,JP,35.6895,139.6917,2026-06-15,23,37,6.95,12.71,13.78,12.16,77.4,128.87,1.17,0.76
Antananarivo,MG,-18.8792,47.5079,2026-06-16,0,12,1.78,2.88,0.49,0.1,26.11,95.61,0,0.22
London,GB,51.5074,-0.1278,2026-06-16,0,33,7.91,16.86,13.72,6.37,63.79,90.96,0,0.07
New York,US,40.7128,-74.006,2026-06-16,0,32,1.82,2.33,6.59,2.09,66.71,121.9,0.26,0.87
Paris,FR,48.8566,2.3522,2026-06-16,0,19,3.03,4.2,2.03,0.16,41.1,82.3,0,3.89
Tokyo,JP,35.6895,139.6917,2026-06-16,0,38,7.48,13.15,12.98,12.59,81.08,129.45,2.25,0.7
Antananarivo,MG,-18.8792,47.5079,2026-06-16,1,12,1.75,2.8,0.48,0.09,25.72,93.68,0,0.22
London,GB,51.5074,-0.1278,2026-06-16,1,35,8.39,16.68,14.99,6.35,57.05,91.41,0,0.14
New York,US,40.7128,-74.006,2026-06-16,1,28,1.66,2.27,8.25,2.2,58.34,126.24,0.01,0.93
Paris,FR,48.8566,2.3522,2026-06-16,1,20,2.89,4,1.77,0.15,42.26,81.96,0,4.15
Tokyo,JP,35.6895,139.6917,2026-06-16,1,42,8.38,13.98,11.36,12.74,88.99,129.56,2.75,0.58
Antananarivo,MG,-18.8792,47.5079,2026-06-16,2,12,1.78,2.82,0.48,0.09,24.77,93.16,0,0.23
London,GB,51.5074,-0.1278,2026-06-16,2,37,8.87,16.38,16.05,6.28,50.63,92.06,0,0.26
New York,US,40.7128,-74.006,2026-06-16,2,23,1.63,2.36,9.59,2.12,49.68,132.47,0,0.96
Paris,FR,48.8566,2.3522,2026-06-16,2,20,2.76,3.79,1.65,0.15,41.41,81.72,0,4.47
Tokyo,JP,35.6895,139.6917,2026-06-16,2,48,10.11,15.55,9.66,12.58,101.07,129.88,2.29,0.38
Antananarivo,MG,-18.8792,47.5079,2026-06-16,3,12,1.83,2.92,0.5,0.1,24.54,93.85,0,0.25
London,GB,51.5074,-0.1278,2026-06-16,3,38,9.11,16.01,16.74,6.28,45.6,92.7,0,0.37
New York,US,40.7128,-74.006,2026-06-16,3,20,1.66,2.51,11.03,1.97,42.06,138.93,0,1
Paris,FR,48.8566,2.3522,2026-06-16,3,19,2.61,3.57,1.57,0.14,40.94,81.57,0,4.74
Tokyo,JP,35.6895,139.6917,2026-06-16,3,65,12.69,17.66,7.48,12.21,116.3,129.66,1.63,0.22
Antananarivo,MG,-18.8792,47.5079,2026-06-16,4,12,1.94,3.27,0.59,0.13,24.75,97.94,0,0.34
London,GB,51.5074,-0.1278,2026-06-16,4,38,9,15.42,16.82,6.42,42.46,93.18,0,0.44
New York,US,40.7128,-74.006,2026-06-16,4,17,1.68,2.58,11.83,1.82,35.79,141.93,0,1.02
Paris,FR,48.8566,2.3522,2026-06-16,4,19,2.45,3.35,1.55,0.13,40.62,80.8,0,4.86
Tokyo,JP,35.6895,139.6917,2026-06-16,4,87,14.78,19.38,5.61,11.53,129.32,128.65,1.04,0.14
Antananarivo,MG,-18.8792,47.5079,2026-06-16,5,12,2.03,3.66,0.57,0.18,25.78,102.86,0.08,0.45
London,GB,51.5074,-0.1278,2026-06-16,5,35,8.51,14.27,16.41,6.52,40.78,93.5,0.07,0.49
New York,US,40.7128,-74.006,2026-06-16,5,16,1.69,2.6,11.98,1.86,33.25,143.6,0,1.04
Paris,FR,48.8566,2.3522,2026-06-16,5,19,2.38,3.25,1.92,0.13,39.2,81.12,0.01,5.06
Tokyo,JP,35.6895,139.6917,2026-06-16,5,96,15.4,19.61,4.36,10.62,135.04,126.18,0.6,0.06
Antananarivo,MG,-18.8792,47.5079,2026-06-16,6,14,2.1,3.84,0.43,0.2,28.92,103.55,0.14,0.57
London,GB,51.5074,-0.1278,2026-06-16,6,32,7.67,12.55,14.61,6.44,41.07,93.81,0.78,0.51
New York,US,40.7128,-74.006,2026-06-16,6,16,1.66,2.51,11.61,2.07,33.77,141.83,0,0.96
Paris,FR,48.8566,2.3522,2026-06-16,6,18,2.41,3.26,2.61,0.13,37.08,82.15,0.13,5.41
Tokyo,JP,35.6895,139.6917,2026-06-16,6,99,14.85,18.71,3.53,9.85,136.69,122.68,0.33,0.02
Antananarivo,MG,-18.8792,47.5079,2026-06-16,7,20,1.19,2.31,0.18,0.16,41.91,81.76,0.06,0.42
London,GB,51.5074,-0.1278,2026-06-16,7,28,6.69,10.63,12.12,6.2,42.12,93.85,1.74,0.53
New York,US,40.7128,-74.006,2026-06-16,7,15,1.63,2.39,10.83,1.88,32.15,137.67,0,0.73
Paris,FR,48.8566,2.3522,2026-06-16,7,17,2.56,3.44,3.09,0.15,36.17,83.29,0.32,5.67
Tokyo,JP,35.6895,139.6917,2026-06-16,7,98,13.57,17.09,2.87,9.16,136.24,118.7,0.18,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,8,21,1.11,2.16,0.12,0.16,44.86,76.89,0.04,0.41
London,GB,51.5074,-0.1278,2026-06-16,8,24,5.84,9.11,10.29,6.18,42.65,93.72,2.76,0.53
New York,US,40.7128,-74.006,2026-06-16,8,13,1.7,2.41,10.19,1.39,27.31,135.12,0,0.48
Paris,FR,48.8566,2.3522,2026-06-16,8,17,2.84,3.85,3.09,0.18,36.53,84.17,0.56,5.59
Tokyo,JP,35.6895,139.6917,2026-06-16,8,95,12.14,15.44,2.54,8.8,134.1,115.18,0.09,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,9,21,1.21,2.25,0.09,0.16,45.27,74.76,0.03,0.41
London,GB,51.5074,-0.1278,2026-06-16,9,21,5.14,8.04,8.81,6.15,42.95,93.03,3.62,0.52
New York,US,40.7128,-74.006,2026-06-16,9,11,1.78,2.5,9.82,1.14,23.57,133.19,0,0.32
Paris,FR,48.8566,2.3522,2026-06-16,9,18,3.26,4.43,2.79,0.19,38.14,84.88,0.71,5.2
Tokyo,JP,35.6895,139.6917,2026-06-16,9,89,10.54,13.78,2.34,8.53,130.88,111.87,0.03,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,10,23,1.14,2.02,0.08,0.13,48.39,71.33,0.03,0.33
London,GB,51.5074,-0.1278,2026-06-16,10,20,4.63,7.4,8,6.09,43.32,92.04,3.95,0.49
New York,US,40.7128,-74.006,2026-06-16,10,10,1.85,2.59,9.79,1.11,20.81,131.2,0.02,0.29
Paris,FR,48.8566,2.3522,2026-06-16,10,24,3.93,5.2,1.84,0.2,51.3,85.12,0.49,4.34
Tokyo,JP,35.6895,139.6917,2026-06-16,10,83,8.63,11.83,1.95,8.08,127.21,108.34,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,11,24,1.12,1.9,0.08,0.12,49.83,69.13,0.02,0.3
London,GB,51.5074,-0.1278,2026-06-16,11,21,4.37,7.3,7.88,6.25,44.11,91.59,4.15,0.42
New York,US,40.7128,-74.006,2026-06-16,11,10,1.96,2.78,9.41,1.38,21.12,135.92,1.22,0.42
Paris,FR,48.8566,2.3522,2026-06-16,11,29,4.95,6.29,1.16,0.18,61.47,84.55,0.31,3.74
Tokyo,JP,35.6895,139.6917,2026-06-16,11,78,7.21,10.54,1.59,7.63,123.8,105.49,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,12,24,1.12,1.88,0.09,0.12,50.03,68.33,0.03,0.3
London,GB,51.5074,-0.1278,2026-06-16,12,22,4.31,7.6,7.81,6.34,46.16,91.68,4.12,0.3
New York,US,40.7128,-74.006,2026-06-16,12,13,2.08,2.94,8.29,2.08,27.58,143.25,3.46,0.61
Paris,FR,48.8566,2.3522,2026-06-16,12,32,6.02,7.51,0.78,0.17,68.3,83.98,0.21,3.42
Tokyo,JP,35.6895,139.6917,2026-06-16,12,73,6.38,9.96,1.4,7.32,120.79,103.47,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,13,23,1.32,2.3,0.18,0.15,48.64,73.53,0.04,0.45
London,GB,51.5074,-0.1278,2026-06-16,13,23,4.44,8.3,7.99,6.31,49.32,91.77,3.75,0.16
New York,US,40.7128,-74.006,2026-06-16,13,29,1.46,1.86,4.29,2.03,61.74,115.76,1.31,0.51
Paris,FR,48.8566,2.3522,2026-06-16,13,37,5.09,6.44,0.45,0.14,77.56,82.37,0.11,2.56
Tokyo,JP,35.6895,139.6917,2026-06-16,13,67,5.74,9.5,1.3,7.03,117.66,101.53,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,14,22,1.71,3.08,0.37,0.19,45.71,83.44,0.03,0.7
London,GB,51.5074,-0.1278,2026-06-16,14,25,4.65,9.1,8.09,6.07,53.19,91.68,3.21,0.03
New York,US,40.7128,-74.006,2026-06-16,14,34,1.58,1.9,2.77,1.63,72.55,109.85,0.87,0.44
Paris,FR,48.8566,2.3522,2026-06-16,14,38,4.68,6.14,0.39,0.13,80,81.29,0.09,2.25
Tokyo,JP,35.6895,139.6917,2026-06-16,14,62,5.25,9.14,1.26,6.91,114.26,99.99,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,15,20,2.11,3.88,0.64,0.22,42.71,94.01,0,0.85
London,GB,51.5074,-0.1278,2026-06-16,15,27,4.79,9.7,8.02,5.78,56.35,91.31,2.65,0
New York,US,40.7128,-74.006,2026-06-16,15,38,2.45,2.79,2.08,1.61,81.27,108.94,0.62,0.43
Paris,FR,48.8566,2.3522,2026-06-16,15,38,4.83,6.53,0.44,0.13,80.93,81.44,0.09,2.32
Tokyo,JP,35.6895,139.6917,2026-06-16,15,56,4.92,9,1.26,6.99,110.86,98.85,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,16,18,2.78,5.12,0.91,0.26,38.07,108.81,0,0.96
London,GB,51.5074,-0.1278,2026-06-16,16,27,4.76,9.8,7.98,5.46,57.41,90.66,2.13,0
New York,US,40.7128,-74.006,2026-06-16,16,43,3.62,3.95,1.45,1.56,91.53,109.66,0.38,0.4
Paris,FR,48.8566,2.3522,2026-06-16,16,39,4.85,6.69,0.52,0.13,82.25,82.21,0.1,2.46
Tokyo,JP,35.6895,139.6917,2026-06-16,16,20,4.69,8.99,1.23,7.01,107.74,97.93,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,17,16,3.91,7.04,1.25,0.3,33.45,131.94,0,1.1
London,GB,51.5074,-0.1278,2026-06-16,17,27,4.68,9.49,8.75,5.42,56.14,90.28,1.73,0
New York,US,40.7128,-74.006,2026-06-16,17,46,4.29,4.61,1.03,1.43,98.21,107.96,0.24,0.36
Paris,FR,48.8566,2.3522,2026-06-16,17,39,4.66,6.49,0.59,0.14,82.48,82.8,0.09,2.6
Tokyo,JP,35.6895,139.6917,2026-06-16,17,50,4.5,8.95,1.19,6.75,105.09,97.03,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,18,21,5.09,8.88,1.51,0.31,29.71,153.99,0,1.13
London,GB,51.5074,-0.1278,2026-06-16,18,26,4.57,8.83,10.15,5.43,54,90.08,1.27,0.02
New York,US,40.7128,-74.006,2026-06-16,18,48,4.68,5.01,0.88,1.37,102.33,106.89,0.2,0.33
Paris,FR,48.8566,2.3522,2026-06-16,18,39,4.36,6.14,0.68,0.14,81.81,83.23,0.07,2.72
Tokyo,JP,35.6895,139.6917,2026-06-16,18,49,4.35,8.96,1.14,6.39,102.91,96.13,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,19,25,6.11,10.32,1.7,0.3,26.23,171.6,0,0.97
London,GB,51.5074,-0.1278,2026-06-16,19,24,4.48,8.25,12.06,5.55,51.55,90.07,0.63,0.02
New York,US,40.7128,-74.006,2026-06-16,19,21,4.96,5.31,0.87,1.39,105.91,107.26,0.18,0.35
Paris,FR,48.8566,2.3522,2026-06-16,19,35,4.14,5.85,1.12,0.15,74.55,83.82,0.05,2.89
Tokyo,JP,35.6895,139.6917,2026-06-16,19,48,4.22,9.02,1.09,5.99,101.24,95.46,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,20,28,6.72,10.84,1.79,0.26,23.66,181.99,0,0.67
London,GB,51.5074,-0.1278,2026-06-16,20,23,4.47,8.08,13.83,5.75,49.22,90.07,0.11,0.03
New York,US,40.7128,-74.006,2026-06-16,20,52,5.16,5.54,0.94,1.41,108.36,107.45,0.18,0.39
Paris,FR,48.8566,2.3522,2026-06-16,20,30,4.02,5.69,1.79,0.17,63.87,84.66,0.01,3.15
Tokyo,JP,35.6895,139.6917,2026-06-16,20,47,4.04,8.82,1.06,5.61,100.31,94.92,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,21,27,6.57,10.11,1.7,0.18,22.1,177.95,0,0.39
London,GB,51.5074,-0.1278,2026-06-16,21,23,4.48,8.11,14.44,5.88,48.27,90.34,0,0.02
New York,US,40.7128,-74.006,2026-06-16,21,54,5.28,5.71,1.1,1.43,109.66,108.36,0.19,0.45
Paris,FR,48.8566,2.3522,2026-06-16,21,26,3.89,5.52,2.26,0.17,55.92,85.51,0,3.41
Tokyo,JP,35.6895,139.6917,2026-06-16,21,47,3.89,8.52,1.1,5.46,99.7,94.67,0,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,22,24,5.71,8.45,1.43,0.12,23.2,160.15,0,0.25
London,GB,51.5074,-0.1278,2026-06-16,22,23,4.51,8.21,14.57,5.93,48.19,90.71,0,0.02
New York,US,40.7128,-74.006,2026-06-16,22,23,5.55,6.1,1.71,1.49,107.28,111.89,0.24,0.47
Paris,FR,48.8566,2.3522,2026-06-16,22,22,3.77,5.35,2.63,0.16,47.06,84.17,0,3.56
Tokyo,JP,35.6895,139.6917,2026-06-16,22,47,3.71,8.09,1.17,5.39,99.45,94.35,0.02,0
Antananarivo,MG,-18.8792,47.5079,2026-06-16,23,22,5.25,7.55,1.27,0.09,23.45,150.77,0,0.23
London,GB,51.5074,-0.1278,2026-06-16,23,23,4.65,8.5,14.75,6.03,48.02,91.43,0,0.02
New York,US,40.7128,-74.006,2026-06-16,23,48,5.96,6.74,2.56,1.54,101.43,117.18,0.24,0.44
Paris,FR,48.8566,2.3522,2026-06-16,23,18,3.73,5.29,2.79,0.15,39.09,83.56,0,3.57
Tokyo,JP,35.6895,139.6917,2026-06-16,23,47,3.5,7.52,1.18,5.2,99.37,94.17,0.04,0
Antananarivo,MG,-18.8792,47.5079,2026-06-17,0,20,4.84,6.82,1.14,0.09,23.86,142.72,0,0.23
London,GB,51.5074,-0.1278,2026-06-17,0,22,4.86,8.96,15,6.14,47.31,91.97,0,0.02
New York,US,40.7128,-74.006,2026-06-17,0,45,6.37,7.49,3.14,1.5,95.69,120.7,0.09,0.39
Paris,FR,48.8566,2.3522,2026-06-17,0,16,3.7,5.24,2.77,0.16,33.29,83.12,0,3.4
Tokyo,JP,35.6895,139.6917,2026-06-17,0,47,3.31,7,1.07,4.94,99.67,94.01,0.07,0
Antananarivo,MG,-18.8792,47.5079,2026-06-17,1,18,4.4,6.2,1.02,0.08,24.16,134.77,0,0.26
London,GB,51.5074,-0.1278,2026-06-17,1,22,5.08,9.21,15.27,6.01,46.19,92.41,0,0.03
